frame,class,conf,cx,cy,w,h
0,0,0.7325315475463867,0.5217992067337036,0.6415241360664368,0.6766771078109741,0.716063916683197
1,0,0.8439421057701111,0.519344687461853,0.6424798369407654,0.6667078733444214,0.7143697142601013
2,0,0.9140912294387817,0.5213266015052795,0.642516553401947,0.6717144846916199,0.7143136262893677
3,0,0.911638617515564,0.521682620048523,0.6424986720085144,0.6738133430480957,0.7142112851142883
4,0,0.8972006440162659,0.5208950638771057,0.6432545781135559,0.6729696989059448,0.7126474976539612
5,0,0.9162892699241638,0.5210381746292114,0.6429263353347778,0.6846895217895508,0.7124107480049133
6,0,0.9153773784637451,0.5217974781990051,0.6407536864280701,0.6688483953475952,0.7154764533042908
7,0,0.9140822887420654,0.5209929347038269,0.6424621343612671,0.6850429773330688,0.7135358452796936
8,0,0.9146296381950378,0.5235768556594849,0.642562985420227,0.6722528338432312,0.713765561580658
9,0,0.9159849882125854,0.5216529369354248,0.6421887278556824,0.6840435862541199,0.713214635848999
10,0,0.9107232093811035,0.5215192437171936,0.6425849199295044,0.6843411326408386,0.7126248478889465
11,0,0.9176798462867737,0.5215550065040588,0.6424001455307007,0.6853888630867004,0.7128069400787354
12,0,0.9105696082115173,0.5218567252159119,0.642674446105957,0.6849948167800903,0.7127913236618042
13,0,0.9143955111503601,0.5217677354812622,0.6424933671951294,0.6849614381790161,0.7127273678779602
14,0,0.9148611426353455,0.5221665501594543,0.6418269872665405,0.6839298009872437,0.7141026854515076
15,0,0.9185956120491028,0.5227472186088562,0.6411571502685547,0.6836795806884766,0.7157119512557983
16,0,0.9193136096000671,0.5220494866371155,0.641076922416687,0.6851874589920044,0.7158105373382568
17,0,0.9086544513702393,0.5213609337806702,0.6376380920410156,0.6655556559562683,0.7221887111663818
18,0,0.8864151835441589,0.5207551717758179,0.6382685303688049,0.6650124788284302,0.7208791375160217
19,0,0.8959517478942871,0.5215460062026978,0.6359089612960815,0.6663432121276855,0.725659966468811
20,0,0.9101942777633667,0.5208870768547058,0.6355088949203491,0.6669923663139343,0.7262803316116333
21,0,0.9032931327819824,0.5220702886581421,0.6343581676483154,0.6696470379829407,0.7289355993270874
22,0,0.9129047989845276,0.5206775665283203,0.633759081363678,0.6660703420639038,0.7299112677574158
23,0,0.9086822867393494,0.5238975286483765,0.6324933767318726,0.6700112223625183,0.7326890230178833
24,0,0.9021058082580566,0.5237990617752075,0.6309263706207275,0.669187068939209,0.7356806397438049
25,0,0.8895528316497803,0.5239929556846619,0.6227830052375793,0.6686075925827026,0.7527422308921814
26,0,0.8950489163398743,0.5246228575706482,0.622982382774353,0.6692191362380981,0.7523851990699768
27,0,0.8819891810417175,0.5238932371139526,0.6241645216941833,0.6682615280151367,0.7500152587890625
28,0,0.9008874297142029,0.5226967930793762,0.6296225190162659,0.6641328930854797,0.7384566068649292
29,0,0.9030746221542358,0.5227712392807007,0.6297905445098877,0.6616877317428589,0.7380077242851257
30,0,0.915292501449585,0.5240904688835144,0.6289020776748657,0.6655340194702148,0.7398124933242798
31,0,0.9065344333648682,0.5239503979682922,0.6242340803146362,0.670479953289032,0.7504404783248901
32,0,0.9062676429748535,0.5256204605102539,0.629217803478241,0.6647003293037415,0.7392798066139221
33,0,0.9057164192199707,0.5262709259986877,0.6242746710777283,0.6693055033683777,0.7502171993255615
34,0,0.9009254574775696,0.5281747579574585,0.6235947012901306,0.6693757176399231,0.7509530186653137
35,0,0.9020464420318604,0.5275834202766418,0.6243119835853577,0.6684820055961609,0.7500587701797485
36,0,0.8916488885879517,0.5280154943466187,0.6235705018043518,0.6690422892570496,0.7512456178665161
37,0,0.8985224366188049,0.5265465974807739,0.6244938969612122,0.6698098182678223,0.7494857907295227
38,0,0.9016198515892029,0.5292447805404663,0.6276336908340454,0.6826854944229126,0.7424609065055847
39,0,0.8828996419906616,0.5289584994316101,0.6268447041511536,0.6858625411987305,0.7440040707588196
40,0,0.8789277076721191,0.5294615030288696,0.6271698474884033,0.6661866903305054,0.7443352937698364
41,0,0.8978631496429443,0.5289222002029419,0.627644419670105,0.6614171266555786,0.743325412273407
42,0,0.9005230069160461,0.5293682813644409,0.6306367516517639,0.6714579463005066,0.7367406487464905
43,0,0.913922131061554,0.5210260152816772,0.6315026879310608,0.6538732647895813,0.7353407740592957
44,0,0.9154793620109558,0.5073229074478149,0.6346139311790466,0.6397350430488586,0.7293285131454468
45,0,0.9172665476799011,0.5004328489303589,0.6369892358779907,0.6274237632751465,0.7245672941207886
46,0,0.9299824237823486,0.4908800721168518,0.6405985355377197,0.601030170917511,0.717437744140625
47,0,0.9215959906578064,0.4870118200778961,0.6468790769577026,0.5777655839920044,0.7048318386077881
48,0,0.9112424254417419,0.485160768032074,0.6514432430267334,0.5637251734733582,0.6956987977027893
49,0,0.9249721765518188,0.4851343631744385,0.6533746123313904,0.5602906346321106,0.6921951174736023
50,0,0.9114279747009277,0.4855572581291199,0.6583753824234009,0.5605512857437134,0.6823281645774841
51,0,0.9153386950492859,0.48573964834213257,0.6601452231407166,0.5583036541938782,0.6772218346595764
52,0,0.9255573749542236,0.4867827892303467,0.664081335067749,0.5582880973815918,0.6691896915435791
53,0,0.9179118275642395,0.490644633769989,0.6677513122558594,0.5634479522705078,0.6621377468109131
54,0,0.921194314956665,0.4957212805747986,0.6711618900299072,0.5727556943893433,0.6552914977073669
55,0,0.8897508978843689,0.5067868232727051,0.6744334101676941,0.5887640118598938,0.6487093567848206
56,0,0.8902304768562317,0.5120967626571655,0.675231397151947,0.5960477590560913,0.6472892761230469
57,0,0.880012571811676,0.5226775407791138,0.6769717931747437,0.6158674955368042,0.6441187262535095
58,0,0.9027829766273499,0.5235706567764282,0.6768963932991028,0.6203426122665405,0.6441815495491028
59,0,0.8926749229431152,0.5129802227020264,0.6762495636940002,0.6096348762512207,0.6452690362930298
59,67,0.3589506149291992,0.8146963119506836,0.45597827434539795,0.2057846039533615,0.47748783230781555
60,0,0.812422513961792,0.5261253714561462,0.6739241480827332,0.6414700746536255,0.6499014496803284
60,67,0.765239417552948,0.8038575053215027,0.4279487729072571,0.2375623732805252,0.45928776264190674
61,0,0.7959127426147461,0.5769834518432617,0.672461748123169,0.7490299344062805,0.6540690064430237
61,67,0.7463392019271851,0.7868553400039673,0.4288713335990906,0.22098636627197266,0.46563631296157837
62,67,0.8357471227645874,0.790632963180542,0.43024566769599915,0.2573256492614746,0.4675052762031555
62,0,0.7965024709701538,0.5851260423660278,0.6718558073043823,0.7830484509468079,0.6536186337471008
63,0,0.8082844614982605,0.5901741981506348,0.6701450943946838,0.790086567401886,0.6549707055091858
63,67,0.7701551914215088,0.7885629534721375,0.42504480481147766,0.2563156187534332,0.48018157482147217
64,67,0.8803434371948242,0.8005882501602173,0.41099613904953003,0.2690410017967224,0.48917511105537415
64,0,0.7720974087715149,0.5904577374458313,0.6707325577735901,0.800640881061554,0.6561852693557739
65,67,0.8367617130279541,0.8096073269844055,0.40514081716537476,0.2684822678565979,0.4929753541946411
65,0,0.7919260263442993,0.5770583152770996,0.66888028383255,0.767373263835907,0.6613137722015381
66,0,0.7968165874481201,0.5929864048957825,0.6684161424636841,0.8076513409614563,0.6610907316207886
66,67,0.6220089197158813,0.8276432156562805,0.39451536536216736,0.26567691564559937,0.5068756341934204
66,65,0.5199154615402222,0.8258889317512512,0.3961448073387146,0.25545158982276917,0.5067834258079529
67,0,0.8331705927848816,0.5824353694915771,0.6671792268753052,0.780363917350769,0.6640363335609436
67,67,0.7327377796173096,0.8336590528488159,0.3968433737754822,0.262150377035141,0.5085512399673462
67,65,0.3933693766593933,0.8320745229721069,0.39784786105155945,0.25682148337364197,0.5110300779342651
68,0,0.8359212875366211,0.5639034509658813,0.6667564511299133,0.742224395275116,0.6647940278053284
68,67,0.7827442288398743,0.8314552307128906,0.40370380878448486,0.25855785608291626,0.5102579593658447
68,65,0.3512982130050659,0.8302340507507324,0.40608176589012146,0.2533857226371765,0.5139699578285217
69,0,0.8254398107528687,0.5858227014541626,0.6668855547904968,0.7849521636962891,0.6645071506500244
69,67,0.792360782623291,0.8307924270629883,0.4095190167427063,0.2608703076839447,0.5068503022193909
70,0,0.835307240486145,0.5742450952529907,0.6672047972679138,0.7627479434013367,0.6638028621673584
70,67,0.7055009603500366,0.8300710916519165,0.41214898228645325,0.2607482969760895,0.5060450434684753
71,0,0.8358762264251709,0.5864121317863464,0.6677228808403015,0.7863305807113647,0.6638520359992981
71,67,0.6161794662475586,0.831955075263977,0.4145241379737854,0.2636287808418274,0.5061083436012268
72,0,0.8377800583839417,0.589262068271637,0.6665398478507996,0.7921231389045715,0.6651076078414917
72,67,0.7045508623123169,0.8301324844360352,0.41393381357192993,0.2612934708595276,0.5041160583496094
73,0,0.8434175252914429,0.5739442706108093,0.6673734188079834,0.7616962194442749,0.6634587645530701
73,67,0.640303373336792,0.8325337171554565,0.4243764281272888,0.26367226243019104,0.511407732963562
74,0,0.865891695022583,0.5800794363021851,0.6674203872680664,0.7754023671150208,0.6633626222610474
74,67,0.5694000124931335,0.8307938575744629,0.43486225605010986,0.25971871614456177,0.5180932283401489
74,65,0.3534541428089142,0.8271063566207886,0.4332565367221832,0.24851512908935547,0.5108899474143982
75,0,0.8573787808418274,0.5549416542053223,0.6677810549736023,0.7240942120552063,0.6625948548316956
75,67,0.7636127471923828,0.8320385217666626,0.44211438298225403,0.25622791051864624,0.5205078125
76,0,0.8630148768424988,0.5344721078872681,0.668006956577301,0.6833921670913696,0.6619678735733032
76,67,0.7554231286048889,0.8341748118400574,0.4456065595149994,0.25343188643455505,0.5190384984016418
77,0,0.8583097457885742,0.5441998839378357,0.6679653525352478,0.7010210752487183,0.6621267795562744
77,67,0.6729309558868408,0.8323178291320801,0.4483380913734436,0.23995494842529297,0.5161916613578796
77,65,0.41319820284843445,0.8270723223686218,0.44685330986976624,0.2295551747083664,0.5099554657936096
78,0,0.8563252091407776,0.5223517417907715,0.6678288578987122,0.6575025320053101,0.662338137626648
78,67,0.7363472580909729,0.844748854637146,0.44998276233673096,0.25880661606788635,0.5149297118186951
79,0,0.877029299736023,0.5171979069709778,0.668035089969635,0.6477699279785156,0.6619971990585327
79,65,0.6846805810928345,0.8495765924453735,0.4530811905860901,0.2516670227050781,0.51108717918396
80,0,0.8774078488349915,0.5167801976203918,0.6689258813858032,0.6457118988037109,0.6602106690406799
80,67,0.8546171188354492,0.8560894727706909,0.461950421333313,0.24720421433448792,0.5022088289260864
81,67,0.8721884489059448,0.851396918296814,0.47224700450897217,0.22837963700294495,0.475790411233902
81,0,0.8691316843032837,0.5445030927658081,0.6688422560691833,0.7000647783279419,0.6604578495025635
82,0,0.8470497131347656,0.5038524866104126,0.6691149473190308,0.6193706393241882,0.6597053408622742
82,67,0.7021090388298035,0.8580374717712402,0.49270617961883545,0.22415943443775177,0.40265363454818726
83,0,0.89848393201828,0.4986252188682556,0.6690500974655151,0.6077841520309448,0.6596701145172119
84,0,0.8606801629066467,0.5064587593078613,0.668975293636322,0.6229616403579712,0.6596649289131165
85,0,0.7782436609268188,0.5328213572502136,0.6685916781425476,0.6870538592338562,0.66190505027771
86,0,0.861896276473999,0.5005229711532593,0.6691818237304688,0.6125097274780273,0.659265398979187
87,0,0.9121052026748657,0.4990023076534271,0.6671369075775146,0.6082934141159058,0.6635635495185852
88,0,0.9080893397331238,0.49610772728919983,0.6653878688812256,0.596824049949646,0.6674003601074219
89,0,0.9058749079704285,0.4955691397190094,0.6638106107711792,0.5901640057563782,0.6705154180526733
90,0,0.9225569367408752,0.4939582943916321,0.6632007360458374,0.576438307762146,0.6718004941940308
91,0,0.9246261715888977,0.4936235547065735,0.6621584296226501,0.5730602145195007,0.6737915277481079
92,0,0.9232468605041504,0.493887722492218,0.662156879901886,0.5699722170829773,0.6732761263847351
93,0,0.9263736605644226,0.4955505430698395,0.6619619727134705,0.571266770362854,0.6737322211265564
94,0,0.9272987842559814,0.498504102230072,0.6620169281959534,0.5768145322799683,0.6736573576927185
95,0,0.9196355938911438,0.5009251832962036,0.663489043712616,0.5825816988945007,0.6708422303199768
96,0,0.9241222739219666,0.5011974573135376,0.6641765236854553,0.5846115350723267,0.6693912744522095
97,0,0.9207650423049927,0.5006974339485168,0.6632785797119141,0.5866119265556335,0.6711846590042114
98,0,0.9036804437637329,0.4982241094112396,0.662930428981781,0.589339554309845,0.671703577041626
99,0,0.9058276414871216,0.4976634979248047,0.6644346117973328,0.5846877098083496,0.6692231297492981
100,0,0.9092135429382324,0.4956103265285492,0.6646026372909546,0.5808283090591431,0.6690053343772888
101,0,0.9060995578765869,0.493253618478775,0.6649153232574463,0.5791385769844055,0.6679336428642273
102,0,0.9098620414733887,0.4931870400905609,0.6655309200286865,0.5787131190299988,0.6667197942733765
103,0,0.9095696806907654,0.49408358335494995,0.6671792268753052,0.577963650226593,0.6633526086807251
104,0,0.9051961898803711,0.49426835775375366,0.668013334274292,0.5755659937858582,0.6618999242782593
105,0,0.9095023274421692,0.49342966079711914,0.6686076521873474,0.5745332837104797,0.6605449914932251
106,0,0.9087121486663818,0.49317049980163574,0.6690844297409058,0.574264407157898,0.6596331000328064
107,0,0.9070850014686584,0.4938085973262787,0.6696051955223083,0.5737439393997192,0.6585946679115295
108,0,0.8962357640266418,0.49883732199668884,0.6690745949745178,0.5782498121261597,0.6598021388053894
109,0,0.8978179097175598,0.5038648843765259,0.6679143309593201,0.5840716361999512,0.6621556878089905
110,0,0.9073519110679626,0.5093213319778442,0.6650709509849548,0.5906931757926941,0.667896032333374
111,0,0.9149897694587708,0.511694610118866,0.6636381149291992,0.5940667986869812,0.6707807183265686
112,0,0.9117857217788696,0.5178161859512329,0.6578705906867981,0.6129843592643738,0.682110071182251
113,0,0.9033108353614807,0.5260415077209473,0.6540828943252563,0.6329525113105774,0.6910623908042908
114,0,0.9053488969802856,0.5283042788505554,0.6470887660980225,0.6415683627128601,0.7047964930534363
115,0,0.905271589756012,0.5269373655319214,0.6402513980865479,0.6434093713760376,0.7182579040527344
116,0,0.9065624475479126,0.5286762118339539,0.635874330997467,0.6532799005508423,0.726889431476593
117,0,0.9000391364097595,0.5250232815742493,0.6336371302604675,0.6422403454780579,0.7301554083824158
118,0,0.9129483699798584,0.5259339213371277,0.6315678954124451,0.6515838503837585,0.7344136834144592
119,0,0.9107536673545837,0.5266850590705872,0.6280895471572876,0.6616735458374023,0.7421989440917969
120,0,0.8969448208808899,0.5252553224563599,0.6255958676338196,0.6616054773330688,0.7470085024833679
121,0,0.8987791538238525,0.5263282060623169,0.6247621178627014,0.6644032597541809,0.7487144470214844
122,0,0.9060050845146179,0.5247945189476013,0.6249067187309265,0.6637017130851746,0.7484818696975708
123,0,0.908939778804779,0.5258319973945618,0.6247187852859497,0.666582465171814,0.7488648891448975
124,0,0.9164027571678162,0.5262606739997864,0.6304364800453186,0.6660770177841187,0.7367823123931885
125,0,0.9163395166397095,0.526678204536438,0.6309389472007751,0.6668103933334351,0.7355738282203674
126,0,0.9049044251441956,0.5274388194084167,0.6264904141426086,0.6687318682670593,0.7451993227005005
127,0,0.908109188079834,0.5256078839302063,0.6319893002510071,0.6618353128433228,0.733663022518158
128,0,0.9118692278862,0.524982213973999,0.6321596503257751,0.6594853401184082,0.7333646416664124
129,0,0.9131506085395813,0.526067316532135,0.6327784061431885,0.6595324277877808,0.7320593595504761
130,0,0.9133409261703491,0.5253390669822693,0.6320759654045105,0.6587502360343933,0.7335672974586487
131,0,0.9108422994613647,0.5259963870048523,0.6322555541992188,0.6584419012069702,0.7331815361976624
132,0,0.9117383360862732,0.5272580981254578,0.6323292851448059,0.6588819622993469,0.7330663204193115
133,0,0.9062114357948303,0.5258766412734985,0.6325827240943909,0.6561217308044434,0.732596218585968
134,0,0.9080812931060791,0.5259243845939636,0.6329487562179565,0.6554500460624695,0.7318170070648193
135,0,0.9133446216583252,0.5265962481498718,0.6328732371330261,0.6569194793701172,0.7319270968437195
136,0,0.9033601880073547,0.5274316668510437,0.6326249241828918,0.6579368710517883,0.7325848937034607
137,0,0.9079976677894592,0.5271335244178772,0.6327753663063049,0.6577290296554565,0.7321619391441345
138,0,0.9122114777565002,0.5279474258422852,0.6332724094390869,0.6572055816650391,0.7312136292457581
139,0,0.9186539053916931,0.5284303426742554,0.6318673491477966,0.6582085490226746,0.734014630317688
140,0,0.9194254279136658,0.5270062685012817,0.6328883767127991,0.6554641723632812,0.7319230437278748
141,0,0.9122679233551025,0.5261753797531128,0.6331586837768555,0.6553071737289429,0.7313554286956787
142,0,0.9123560190200806,0.526645302772522,0.6326147317886353,0.6579416394233704,0.7324194312095642
143,0,0.8998613357543945,0.5271461009979248,0.6332035660743713,0.6586987376213074,0.7314390540122986
144,0,0.9031160473823547,0.5273572206497192,0.6330919861793518,0.65972900390625,0.7314740419387817
145,0,0.909142792224884,0.5282500982284546,0.6336055994033813,0.6608467102050781,0.7304471135139465
146,0,0.9130533933639526,0.5282915234565735,0.6334661245346069,0.6607810854911804,0.7306415438652039
147,0,0.9125952124595642,0.5293319225311279,0.6336634159088135,0.6618359684944153,0.7301405668258667
148,0,0.9147792458534241,0.5292786359786987,0.634389340877533,0.6603401303291321,0.728771984577179
149,0,0.917555570602417,0.5291432738304138,0.6338387131690979,0.6597697138786316,0.7299627661705017
150,0,0.912116527557373,0.5293240547180176,0.634190022945404,0.6601511240005493,0.7294496893882751
151,0,0.9144484996795654,0.529727041721344,0.6334091424942017,0.6610800623893738,0.7308464050292969
152,0,0.905552864074707,0.5273910760879517,0.6334189176559448,0.657732367515564,0.730914294719696
153,0,0.9141780138015747,0.5280793905258179,0.6331444978713989,0.6587682962417603,0.731334924697876
154,0,0.9170164465904236,0.5281684398651123,0.6329872012138367,0.6587551832199097,0.7316035032272339
155,0,0.9193185567855835,0.5287915468215942,0.6332461833953857,0.6604744791984558,0.731157660484314
156,0,0.9133455753326416,0.5301204323768616,0.6306524872779846,0.6639450788497925,0.7368308901786804
157,0,0.9141338467597961,0.530380129814148,0.6307111978530884,0.6638284921646118,0.7367056608200073
158,0,0.9187583327293396,0.5302575826644897,0.6307775974273682,0.6650465130805969,0.7366437315940857
159,0,0.9167622923851013,0.5292046666145325,0.6307811737060547,0.6631240844726562,0.7366645932197571
160,0,0.9186529517173767,0.5305272936820984,0.6330846548080444,0.662462055683136,0.7313917875289917
161,0,0.9211267232894897,0.5301600694656372,0.6309663653373718,0.6649061441421509,0.7362436652183533
162,0,0.9229471683502197,0.530523419380188,0.6328293085098267,0.6624475717544556,0.7319090366363525
163,0,0.9190180897712708,0.5285167694091797,0.6312443614006042,0.662967324256897,0.7358883023262024
164,0,0.9164658188819885,0.5284155011177063,0.631208598613739,0.662972629070282,0.7358704805374146
165,0,0.9151691794395447,0.5285671353340149,0.6319563388824463,0.6626178622245789,0.7345998287200928
166,0,0.9177791476249695,0.5282589197158813,0.6319562792778015,0.6617140769958496,0.7344618439674377
167,0,0.9147970080375671,0.5281988382339478,0.6316480040550232,0.6619192957878113,0.7351234555244446
168,0,0.9163140654563904,0.5287870764732361,0.631925642490387,0.6620087623596191,0.7345064878463745
169,0,0.9143420457839966,0.5295542478561401,0.6321494579315186,0.6617494821548462,0.7340173125267029
170,0,0.9167478680610657,0.5291464924812317,0.6319684386253357,0.6624004244804382,0.7344581484794617
171,0,0.9125096201896667,0.5299973487854004,0.631489098072052,0.6619756817817688,0.7354084253311157
172,0,0.9137469530105591,0.5293192267417908,0.6321437358856201,0.6611010432243347,0.734213650226593
173,0,0.9120429158210754,0.5298571586608887,0.6315813660621643,0.6609212756156921,0.7352885007858276
174,0,0.9125993847846985,0.5294181704521179,0.6318310499191284,0.6633590459823608,0.7348819971084595
175,0,0.914557158946991,0.5300048589706421,0.633361279964447,0.6599888801574707,0.7310606837272644
176,0,0.912664532661438,0.5292221903800964,0.6317498683929443,0.6613969802856445,0.734677255153656
177,0,0.9141139388084412,0.5309531092643738,0.6332718133926392,0.6611652374267578,0.731212854385376
178,0,0.9157707095146179,0.5310970544815063,0.6330686211585999,0.6600577235221863,0.7315611243247986
179,0,0.9141608476638794,0.5313928127288818,0.6324821710586548,0.6606606245040894,0.7327827215194702
180,0,0.9147986769676208,0.5297502875328064,0.6324763894081116,0.662934422492981,0.7335697412490845
181,0,0.9161071181297302,0.531577467918396,0.6337484121322632,0.6617025136947632,0.7303730249404907
182,0,0.915054440498352,0.5313482284545898,0.6336069703102112,0.662031352519989,0.7305629849433899
183,0,0.9150113463401794,0.5290378332138062,0.6316569447517395,0.6634082794189453,0.7351627349853516
184,0,0.913983166217804,0.5295488238334656,0.6339199542999268,0.6575414538383484,0.7298587560653687
185,0,0.9225368499755859,0.5264846086502075,0.6331056952476501,0.6591215133666992,0.7322039008140564
186,0,0.9205132722854614,0.5269730091094971,0.6327139735221863,0.6599112749099731,0.7330701351165771
187,0,0.9159026741981506,0.5271868109703064,0.6344192028045654,0.6538233757019043,0.7288647890090942
188,0,0.9155317544937134,0.5288746356964111,0.6343065500259399,0.6538394093513489,0.729143500328064
189,0,0.9169883728027344,0.5280001163482666,0.6354731917381287,0.650879979133606,0.726760983467102
190,0,0.912520170211792,0.5282803773880005,0.6355911493301392,0.6518207788467407,0.7265060544013977
191,0,0.9147632122039795,0.5273765325546265,0.6349194049835205,0.6522597074508667,0.7277988195419312
192,0,0.9163656234741211,0.5260118842124939,0.6341784000396729,0.6596277952194214,0.7301809787750244
